835,22,0.005777300,9.082437276,12
1024,23,0.006591140,10.066706021,15
72,17,0.000663250,9.150793651,13
953,25,0.005644950,11.678321678,17
91,16,0.000815640,6.725609756,10
652,22,0.003866600,9.371818182,12
350,22,0.002176010,10.439522998,14
612,21,0.003695880,9.811357074,11
232,17,0.001518660,7.862500000,7
177,21,0.001052790,10.827118644,13
511,23,0.003060970,9.976553341,15
1037,23,0.006468300,10.386350492,11
197,19,0.001434710,8.389380531,13
697,22,0.004167770,9.280956447,14
239,19,0.001629180,7.905707196,13
1622,22,0.010293120,9.725906926,10
315,20,0.002303650,8.873394495,10
30,21,0.000246260,10.326923077,19
373,22,0.002140140,10.561797753,18
550,22,0.003322270,10.553030303,16
34,16,0.000331220,8.229508197,14
118,16,0.000795700,8.475490196,10
1449,25,0.008670770,10.864540182,15
873,22,0.006001430,10.083901774,14
808,23,0.005498970,9.784356725,13
1167,25,0.007459570,10.505646817,15
308,21,0.002169490,9.424761905,15
41,13,0.000327210,6.080000000,7
533,23,0.003169080,11.037078652,13
346,24,0.002278700,11.500000000,16
929,24,0.007748320,10.288535032,14
117,16,0.000937070,8.699507389,12
26,18,0.000192670,9.020833333,16
666,23,0.003985530,10.135992747,13
1734,26,0.010930630,10.785144047,14
1824,27,0.012099030,12.141566265,17
231,22,0.001378900,11.418181818,14
1807,26,0.011532060,10.707727873,14
655,22,0.003952760,9.455454545,12
2298,25,0.014897610,10.224357310,13
76,14,0.000455960,7.451851852,8
786,25,0.004583850,11.269619270,19
609,21,0.003789450,9.228035538,11
2231,26,0.014401180,10.650430571,16
1757,24,0.011282890,9.851374279,14
299,24,0.001759520,11.503006012,20
41,18,0.000317700,9.959459459,14
543,23,0.003264660,10.689502762,15
438,21,0.002788170,10.062078273,11
2864,28,0.018879330,12.255917160,16
221,20,0.001396040,9.784974093,12
2849,27,0.019355420,11.071413435,15
179,19,0.001080030,8.827922078,11
1075,26,0.006536430,11.579865017,16
177,18,0.001052190,8.581168831,12
752,24,0.004599580,10.091699605,16
182,18,0.001286130,8.186495177,8
1355,24,0.008235440,10.085322723,12
205,23,0.001573360,11.060344828,17
712,24,0.004259840,10.585833333,16
1421,27,0.008647120,12.022785899,19
2186,25,0.013974570,9.916120219,13
168,21,0.000997280,10.681818182,15
39,22,0.000265100,12.014705882,18
4038,28,0.027605090,11.154131986,14
90,20,0.001606030,9.616883117,16
2905,27,0.017995950,10.862562189,17
2301,27,0.014221640,11.877160817,15
698,25,0.004168870,10.871050384,19
2190,24,0.013723800,9.485266288,10
936,24,0.005631120,11.838396897,16
238,22,0.001666450,9.926289926,16
3038,27,0.018786750,10.956961523,15
1632,26,0.009797080,10.818418121,18
4306,25,0.029082280,10.300276625,11
739,26,0.004392980,11.903624382,20
382,20,0.002451130,9.364353312,14
2084,26,0.012960960,10.702232531,16
99,16,0.000615160,7.528409091,10
2764,27,0.017123910,11.431719023,17
428,19,0.002620540,8.660714286,11
715,25,0.004313330,13.085197935,21
68,15,0.000584200,7.352459016,11
34,17,0.000216300,9.274193548,13
121,15,0.000710240,7.377990431,7
993,25,0.006053830,10.744873341,17
163,17,0.001231620,8.925531915,11
2389,27,0.015872350,11.712006079,17
369,20,0.002229810,8.338118022,8
356,20,0.002192340,8.593023256,12
1461,27,0.008786280,11.142619543,21
854,26,0.005506190,11.481377372,18
730,22,0.004640560,9.600164204,12
257,22,0.001751410,11.321759259,14
414,22,0.002588580,9.852482270,12
181,19,0.001186940,9.896440129,17
336,20,0.002085740,9.108996540,8
707,21,0.004381670,8.577593361,9
1467,24,0.009057490,11.038823049,14
1319,25,0.008339140,10.782807499,13
